,doc_id,annotated_page_num,para_num,event_id,event,locationContext,sentence_text,temporalContext,explanation,pg_num,blk_id,sentence_id,doc_sentence_count,doc_sent_linear_order,linear_order
8322,957179368,9.0,7.0,E:1145210825,epsilon = 0.143,Italy,"Also,,,after,day,12,,,we,set,epsilon,=,0.143,as,a,consequence,of,the,policy,limiting,screening,to,symptomatic,individuals,only,;,thus,,,totally,asymptomatic,individuals,are,almost,no,longer,detected,,,while,individuals,with,very,mild,symptoms,are,still,detected,(,hence,epsilon,is,not,set,exactly,to,zero,),.",20 February 2020 (day 1) through 5 April 2020 (day 46),,9,12,22,87,462,8323
8361,957179368,9.0,71.0,E:58591894,R0 = 1.80,Italy,"Due,to,this,,,R0,=,1.80,.",after day 12,,9,12,23,87,463,8362
8368,957179368,9.0,9.0,E:-1884084580,delta = 0.005,Italy,"After,day,22,,,the,lockdown,,,at,first,incomplete,,,yields,alpha,=,0.360,,,beta,=,delta,=,0.005,and,gamma,=,0.200,;,also,,,zeta,=,eta,=,0.034,,,mu,=,0.008,,,nu,=,0.015,,,lambda,=,0.08,and,rho,=,kappa,=,xi,=,sigma,=,0.017,.","after day 22,20 February 2020 (day 1) through 5 April 2020 (day 46)",Delta on Day 22 during 46-day duration.,9,12,24,87,464,8369
8369,957179368,9.0,9.0,E:1961062017,nu = 0.015,Italy,"After,day,22,,,the,lockdown,,,at,first,incomplete,,,yields,alpha,=,0.360,,,beta,=,delta,=,0.005,and,gamma,=,0.200,;,also,,,zeta,=,eta,=,0.034,,,mu,=,0.008,,,nu,=,0.015,,,lambda,=,0.08,and,rho,=,kappa,=,xi,=,sigma,=,0.017,.","after day 22,20 February 2020 (day 1) through 5 April 2020 (day 46)",Day 22,9,12,24,87,464,8370
8370,957179368,9.0,9.0,E:-1097468837,zeta =,Italy,"After,day,22,,,the,lockdown,,,at,first,incomplete,,,yields,alpha,=,0.360,,,beta,=,delta,=,0.005,and,gamma,=,0.200,;,also,,,zeta,=,eta,=,0.034,,,mu,=,0.008,,,nu,=,0.015,,,lambda,=,0.08,and,rho,=,kappa,=,xi,=,sigma,=,0.017,.","after day 22,20 February 2020 (day 1) through 5 April 2020 (day 46)",,9,12,24,87,464,8371
8371,957179368,9.0,9.0,E:569366907,gamma = 0.200,Italy,"After,day,22,,,the,lockdown,,,at,first,incomplete,,,yields,alpha,=,0.360,,,beta,=,delta,=,0.005,and,gamma,=,0.200,;,also,,,zeta,=,eta,=,0.034,,,mu,=,0.008,,,nu,=,0.015,,,lambda,=,0.08,and,rho,=,kappa,=,xi,=,sigma,=,0.017,.","after day 22,20 February 2020 (day 1) through 5 April 2020 (day 46)",Day 22,9,12,24,87,464,8372
8372,957179368,9.0,9.0,E:-1187172586,gamma =,Italy,"After,day,22,,,the,lockdown,,,at,first,incomplete,,,yields,alpha,=,0.360,,,beta,=,delta,=,0.005,and,gamma,=,0.200,;,also,,,zeta,=,eta,=,0.034,,,mu,=,0.008,,,nu,=,0.015,,,lambda,=,0.08,and,rho,=,kappa,=,xi,=,sigma,=,0.017,.","after day 22,20 February 2020 (day 1) through 5 April 2020 (day 46)",,9,12,24,87,464,8373
8373,957179368,9.0,9.0,E:-1711717897,gamma = 0.200,Italy,"After,day,22,,,the,lockdown,,,at,first,incomplete,,,yields,alpha,=,0.360,,,beta,=,delta,=,0.005,and,gamma,=,0.200,;,also,,,zeta,=,eta,=,0.034,,,mu,=,0.008,,,nu,=,0.015,,,lambda,=,0.08,and,rho,=,kappa,=,xi,=,sigma,=,0.017,.","after day 22,20 February 2020 (day 1) through 5 April 2020 (day 46)",,9,12,24,87,464,8374
8374,957179368,9.0,9.0,E:-1327552182,eta = 0.034,Italy,"After,day,22,,,the,lockdown,,,at,first,incomplete,,,yields,alpha,=,0.360,,,beta,=,delta,=,0.005,and,gamma,=,0.200,;,also,,,zeta,=,eta,=,0.034,,,mu,=,0.008,,,nu,=,0.015,,,lambda,=,0.08,and,rho,=,kappa,=,xi,=,sigma,=,0.017,.","after day 22,20 February 2020 (day 1) through 5 April 2020 (day 46)",,9,12,24,87,464,8375
8375,957179368,9.0,9.0,E:1344814479,beta =,Italy,"After,day,22,,,the,lockdown,,,at,first,incomplete,,,yields,alpha,=,0.360,,,beta,=,delta,=,0.005,and,gamma,=,0.200,;,also,,,zeta,=,eta,=,0.034,,,mu,=,0.008,,,nu,=,0.015,,,lambda,=,0.08,and,rho,=,kappa,=,xi,=,sigma,=,0.017,.","after day 22,20 February 2020 (day 1) through 5 April 2020 (day 46)",,9,12,24,87,464,8376
8376,957179368,9.0,9.0,E:-634487533,lambda = 0.08,Italy,"After,day,22,,,the,lockdown,,,at,first,incomplete,,,yields,alpha,=,0.360,,,beta,=,delta,=,0.005,and,gamma,=,0.200,;,also,,,zeta,=,eta,=,0.034,,,mu,=,0.008,,,nu,=,0.015,,,lambda,=,0.08,and,rho,=,kappa,=,xi,=,sigma,=,0.017,.","after day 22,20 February 2020 (day 1) through 5 April 2020 (day 46)",,9,12,24,87,464,8377
8377,957179368,9.0,9.0,E:-1695686238,sigma = 0.017,Italy,"After,day,22,,,the,lockdown,,,at,first,incomplete,,,yields,alpha,=,0.360,,,beta,=,delta,=,0.005,and,gamma,=,0.200,;,also,,,zeta,=,eta,=,0.034,,,mu,=,0.008,,,nu,=,0.015,,,lambda,=,0.08,and,rho,=,kappa,=,xi,=,sigma,=,0.017,.","day 1,after day 22",,9,12,24,87,464,8378
8378,957179368,9.0,9.0,E:869390918,mu = 0.008,Italy,"After,day,22,,,the,lockdown,,,at,first,incomplete,,,yields,alpha,=,0.360,,,beta,=,delta,=,0.005,and,gamma,=,0.200,;,also,,,zeta,=,eta,=,0.034,,,mu,=,0.008,,,nu,=,0.015,,,lambda,=,0.08,and,rho,=,kappa,=,xi,=,sigma,=,0.017,.","after day 22,20 February 2020 (day 1) through 5 April 2020 (day 46)",,9,12,24,87,464,8379
8379,957179368,9.0,9.0,E:312535476,yields alpha = 0.360,Italy,"After,day,22,,,the,lockdown,,,at,first,incomplete,,,yields,alpha,=,0.360,,,beta,=,delta,=,0.005,and,gamma,=,0.200,;,also,,,zeta,=,eta,=,0.034,,,mu,=,0.008,,,nu,=,0.015,,,lambda,=,0.08,and,rho,=,kappa,=,xi,=,sigma,=,0.017,.","after day 22,20 February 2020 (day 1) through 5 April 2020 (day 46)",,9,12,24,87,464,8380
8449,957179368,9.0,9.0,E:2103086844,R0 = 1.60,Italy,"Hence,,,the,new,basic,reproduction,number,becomes,R0,=,1.60,.",20 February 2020 (day 1) through 5 April 2020 (day 46),,9,12,25,87,465,8450
8457,957179368,9.0,10.0,E:1000378263,gamma = 0.110,Italy,"After,day,28,,,the,lockdown,is,fully,operational,and,gets,stricter,(,working,is,no,longer,a,good,reason,for,going,out,:,gradually,,,non,indispensable,activities,are,stopped,),:,we,get,alpha,=,0.210,and,gamma,=,0.110,,,hence,R0,=,0.99,.",after day 28,,9,12,26,87,466,8458
8458,957179368,9.0,10.0,E:189583720,alpha = 0.210,Italy,"After,day,28,,,the,lockdown,is,fully,operational,and,gets,stricter,(,working,is,no,longer,a,good,reason,for,going,out,:,gradually,,,non,indispensable,activities,are,stopped,),:,we,get,alpha,=,0.210,and,gamma,=,0.110,,,hence,R0,=,0.99,.",after day 28,,9,12,26,87,466,8459
8459,957179368,9.0,10.0,E:-1988382573,hence R0 = 0.99,Italy,"After,day,28,,,the,lockdown,is,fully,operational,and,gets,stricter,(,working,is,no,longer,a,good,reason,for,going,out,:,gradually,,,non,indispensable,activities,are,stopped,),:,we,get,alpha,=,0.210,and,gamma,=,0.110,,,hence,R0,=,0.99,.",after day 28,,9,12,26,87,466,8460
8500,957179368,9.0,11.0,E:828893969,xi = 0.020,Italy,"After,day,38,,,a,wider,testing,campaign,is,launched,:,this,yields,epsilon,=,0.200,,,and,also,rho,=,kappa,=,xi,=,0.020,,,while,sigma,=,0.010,and,zeta,=,eta,=,0.025,.",after day 38,Probably mistake - there is no xi,9,12,27,87,467,8501
8501,957179368,9.0,10.0,E:763357679,sigma = 0.010,Italy,"After,day,38,,,a,wider,testing,campaign,is,launched,:,this,yields,epsilon,=,0.200,,,and,also,rho,=,kappa,=,xi,=,0.020,,,while,sigma,=,0.010,and,zeta,=,eta,=,0.025,.",after day 38,,9,12,27,87,467,8502
8502,957179368,9.0,9.0,E:-461400426,eta = 0.025,Italy,"After,day,38,,,a,wider,testing,campaign,is,launched,:,this,yields,epsilon,=,0.200,,,and,also,rho,=,kappa,=,xi,=,0.020,,,while,sigma,=,0.010,and,zeta,=,eta,=,0.025,.",after day 50,,9,12,27,87,467,8503
8503,957179368,9.0,9.0,E:-1825845807,yields epsilon = 0.200,Italy,"After,day,38,,,a,wider,testing,campaign,is,launched,:,this,yields,epsilon,=,0.200,,,and,also,rho,=,kappa,=,xi,=,0.020,,,while,sigma,=,0.010,and,zeta,=,eta,=,0.025,.","after day 38,",,9,12,27,87,467,8504
8504,957179368,9.0,9.0,E:-1377935824,kappa =,Italy,"After,day,38,,,a,wider,testing,campaign,is,launched,:,this,yields,epsilon,=,0.200,,,and,also,rho,=,kappa,=,xi,=,0.020,,,while,sigma,=,0.010,and,zeta,=,eta,=,0.025,.",20 February 2020 (day 1) through 5 April 2020 (day 46),,9,12,27,87,467,8505
8549,957179368,1.0,1.0,E:-898569701,sigma = 0.010 and zeta,Italy,"After,day,38,,,a,wider,testing,campaign,is,launched,:,this,yields,epsilon,=,0.200,,,and,also,rho,=,kappa,=,xi,=,0.020,,,while,sigma,=,0.010,and,zeta,=,eta,=,0.025,.",after day 38,,9,12,27,87,467,8550
8555,957179368,9.0,9.0,E:396610226,R0 = 0.85,Italy,"Therefore,,,R0,=,0.85,.","after day 38,20 February 2020 (day 1) through 5 April 2020 (day 46)",,9,12,28,87,468,8556
8619,957179368,9.0,11.0,E:-1954833385,T(t) is the number of life-threatened patients,Italy,"This,discrepancy,can,have,two,interpretations,:,on,the,one,hand,,,the,model,considers,infected,with,different,severities,(,for,example,,,T,(,t,),is,the,number,of,life-threatened,patients,that,would,need,ICU,admission,),while,the,data,report,the,actual,treatment,that,the,patients,received,(,for,example,,,the,number,of,patients,actually,admitted,to,ICUs,,,which,is,constrained,by,the,number,of,available,beds,and,can,be,limited,if,the,infected,suddenly,and,quickly,worsen,,,leading,to,death,,,before,admission,to,the,hospital,),.",20 February 2020 (day 1) through 5 April 2020 (day 46),,9,12,32,87,472,8620
8620,957179368,9.0,11.0,E:2131838026,"example, T(t) is",Italy,"This,discrepancy,can,have,two,interpretations,:,on,the,one,hand,,,the,model,considers,infected,with,different,severities,(,for,example,,,T,(,t,),is,the,number,of,life-threatened,patients,that,would,need,ICU,admission,),while,the,data,report,the,actual,treatment,that,the,patients,received,(,for,example,,,the,number,of,patients,actually,admitted,to,ICUs,,,which,is,constrained,by,the,number,of,available,beds,and,can,be,limited,if,the,infected,suddenly,and,quickly,worsen,,,leading,to,death,,,before,admission,to,the,hospital,),.",20 February 2020 (day 1) through 5 April 2020 (day 46),,9,12,32,87,472,8621
8621,957179368,9.0,11.0,E:1721889772,T(t) is the number of life-threatened patients,Italy,"This,discrepancy,can,have,two,interpretations,:,on,the,one,hand,,,the,model,considers,infected,with,different,severities,(,for,example,,,T,(,t,),is,the,number,of,life-threatened,patients,that,would,need,ICU,admission,),while,the,data,report,the,actual,treatment,that,the,patients,received,(,for,example,,,the,number,of,patients,actually,admitted,to,ICUs,,,which,is,constrained,by,the,number,of,available,beds,and,can,be,limited,if,the,infected,suddenly,and,quickly,worsen,,,leading,to,death,,,before,admission,to,the,hospital,),.",20 February 2020 (day 1) through 5 April 2020 (day 46),,9,12,32,87,472,8622
8796,957179368,10.0,2.0,E:2029775791,Alpha = 0.252,Italy,"In,Fig.,3A,,,B,,,Alpha,=,0.252,,,hence,R0,=,0.98,(,increased,),.",after day 50,,9,12,40,87,480,8797
8797,957179368,10.0,2.0,E:1004644681,hence R0 = 0.98,Italy,"In,Fig.,3A,,,B,,,Alpha,=,0.252,,,hence,R0,=,0.98,(,increased,),.",after day 50,,9,12,40,87,480,8798
8817,957179368,10.0,2.0,E:-1811192641,Alpha = 0.105,Italy,"In,Fig.,3C,,,D,,,Alpha,=,0.105,,,hence,R0,=,0.50,(,significantly,decreased,),.",after day 50,,9,12,41,87,481,8818
8818,957179368,10.0,2.0,E:1538683979,hence R0 = 0.50,Italy,"In,Fig.,3C,,,D,,,Alpha,=,0.105,,,hence,R0,=,0.50,(,significantly,decreased,),.",20 February 2020 (day 1) through 5 April 2020 (day 46),,9,12,41,87,481,8819
8845,957179368,10.0,2.0,E:194228951,R0 = 0.59,Italy,"Also,increasing,the,other,testing,parameter,theta,decreases,all,the,curves,-,-,that,epsilon,=,0.400,,,hence,R0,=,0.59,(,decreased,,,although,not,as,much,as,in,the,previous,is,,,decreases,the,values,of,all,the,variables,,,point,by,point,,,over,time,(,Extended,scenario,),.",day 1,,9,12,43,87,483,8846
8846,957179368,10.0,2.0,E:1123913231,epsilon = 0.400,Italy,"Also,increasing,the,other,testing,parameter,theta,decreases,all,the,curves,-,-,that,epsilon,=,0.400,,,hence,R0,=,0.59,(,decreased,,,although,not,as,much,as,in,the,previous,is,,,decreases,the,values,of,all,the,variables,,,point,by,point,,,over,time,(,Extended,scenario,),.",after day 50,,9,12,43,87,483,8847
8883,957179368,10.0,2.0,E:1224114065,alpha = 0.420,Italy,"In,Fig.,4c,,,d,,,alpha,=,0.420,but,also,epsilon,=,0.600,,,therefore,R0,=,0.77,(,reduced,,,Data,Fig.,9,),,,but,the,sensitivity,is,smaller,.",after day 50,,9,12,44,87,484,8884
8884,957179368,10.0,2.0,E:-1731072141,epsilon = 0.600,Italy,"In,Fig.,4c,,,d,,,alpha,=,0.420,but,also,epsilon,=,0.600,,,therefore,R0,=,0.77,(,reduced,,,Data,Fig.,9,),,,but,the,sensitivity,is,smaller,.","after day 50,after day 22",,9,12,44,87,484,8885
8885,957179368,10.0,2.0,E:-384277565,R0 = 0.77,Italy,"In,Fig.,4c,,,d,,,alpha,=,0.420,but,also,epsilon,=,0.600,,,therefore,R0,=,0.77,(,reduced,,,Data,Fig.,9,),,,but,the,sensitivity,is,smaller,.","after day 50,after day 22",,9,12,44,87,484,8886
9010,957179368,10.0,3.0,E:-677228049,actual CFR is ~7.2,Italy,"In,all,cases,,,the,actual,CFR,is,~,7.2,%,,,while,the,perceived,CFR,is,~,9.0,%,.",20 February 2020 (day 1) through 5 April 2020 (day 46),,9,12,49,87,489,9011
9011,957179368,10.0,3.0,E:-1637348177,actual CFR is ~7.2%,Italy,"In,all,cases,,,the,actual,CFR,is,~,7.2,%,,,while,the,perceived,CFR,is,~,9.0,%,.",20 February 2020 (day 1) through 5 April 2020 (day 46),,9,12,49,87,489,9012
9012,957179368,10.0,3.0,E:754414041,actual CFR is ~7.2,Italy,"In,all,cases,,,the,actual,CFR,is,~,7.2,%,,,while,the,perceived,CFR,is,~,9.0,%,.",in all cases,,9,12,49,87,489,9013
9013,957179368,10.0,3.0,E:1649744763,perceived CFR is ~9.0,Italy,"In,all,cases,,,the,actual,CFR,is,~,7.2,%,,,while,the,perceived,CFR,is,~,9.0,%,.",in all cases,,9,12,49,87,489,9014
9014,957179368,10.0,3.0,E:1545109496,perceived CFR is ~9.0%,Italy,"In,all,cases,,,the,actual,CFR,is,~,7.2,%,,,while,the,perceived,CFR,is,~,9.0,%,.",in all cases,,9,12,49,87,489,9015
9015,957179368,10.0,3.0,E:646224693,perceived CFR is ~9.0,Italy,"In,all,cases,,,the,actual,CFR,is,~,7.2,%,,,while,the,perceived,CFR,is,~,9.0,%,.",in all cases,,9,12,49,87,489,9016
9083,957179368,9.0,9.0,E:798633115,beta =,Italy,"Increasing,mu,and,nu,decreases,the,final,number,of,infected,and,alpha,=,0.422,,,gamma,=,0.285,and,beta,=,delta,=,0.0057,,,hence,R0,=,1.66,and,the,model,predicts,an,recovered,,,but,also,increases,the,number,of,deaths,;,the,number,of,life-threatening,evolution,that,leads,to,73,%,of,the,population,having,contracted,the,virus,(,and,~,64,%,having,been,diagnosed,),and,~,5.2,%,of,the,population,having,died,because,infections,initially,increases,,,to,decrease,afterwards,.","after day 22,20 February 2020 (day 1) through 5 April 2020 (day 46)",,9,12,52,87,492,9084
9084,957179368,9.0,7.0,E:163277477,alpha = 0.422,Italy,"Increasing,mu,and,nu,decreases,the,final,number,of,infected,and,alpha,=,0.422,,,gamma,=,0.285,and,beta,=,delta,=,0.0057,,,hence,R0,=,1.66,and,the,model,predicts,an,recovered,,,but,also,increases,the,number,of,deaths,;,the,number,of,life-threatening,evolution,that,leads,to,73,%,of,the,population,having,contracted,the,virus,(,and,~,64,%,having,been,diagnosed,),and,~,5.2,%,of,the,population,having,died,because,infections,initially,increases,,,to,decrease,afterwards,.","after day 4,20 February 2020 (day 1) through 5 April 2020 (day 46),24 February 2020",,9,12,52,87,492,9085
9085,957179368,10.0,4.0,E:-1500685894,final number of infected and alpha =,,"Increasing,mu,and,nu,decreases,the,final,number,of,infected,and,alpha,=,0.422,,,gamma,=,0.285,and,beta,=,delta,=,0.0057,,,hence,R0,=,1.66,and,the,model,predicts,an,recovered,,,but,also,increases,the,number,of,deaths,;,the,number,of,life-threatening,evolution,that,leads,to,73,%,of,the,population,having,contracted,the,virus,(,and,~,64,%,having,been,diagnosed,),and,~,5.2,%,of,the,population,having,died,because,infections,initially,increases,,,to,decrease,afterwards,.",,mixed up lines between the two columns.,9,12,52,87,492,9086
9086,957179368,10.0,4.0,E:1743254667,alpha = 0.422,Italy,"Increasing,mu,and,nu,decreases,the,final,number,of,infected,and,alpha,=,0.422,,,gamma,=,0.285,and,beta,=,delta,=,0.0057,,,hence,R0,=,1.66,and,the,model,predicts,an,recovered,,,but,also,increases,the,number,of,deaths,;,the,number,of,life-threatening,evolution,that,leads,to,73,%,of,the,population,having,contracted,the,virus,(,and,~,64,%,having,been,diagnosed,),and,~,5.2,%,of,the,population,having,died,because,infections,initially,increases,,,to,decrease,afterwards,.","after day 22,20 February 2020 (day 1) through 5 April 2020 (day 46)","after day 22, if no measures were taken",9,12,52,87,492,9087
9087,957179368,10.0,4.0,E:-463215230,hence R0 = 1.66,Italy,"Increasing,mu,and,nu,decreases,the,final,number,of,infected,and,alpha,=,0.422,,,gamma,=,0.285,and,beta,=,delta,=,0.0057,,,hence,R0,=,1.66,and,the,model,predicts,an,recovered,,,but,also,increases,the,number,of,deaths,;,the,number,of,life-threatening,evolution,that,leads,to,73,%,of,the,population,having,contracted,the,virus,(,and,~,64,%,having,been,diagnosed,),and,~,5.2,%,of,the,population,having,died,because,infections,initially,increases,,,to,decrease,afterwards,.","after day 22,20 February 2020 (day 1) through 5 April 2020 (day 46)","after day 22, if no measures were taken",9,12,52,87,492,9088
9088,957179368,10.0,4.0,E:-669904333,delta = 0.0057,Italy,"Increasing,mu,and,nu,decreases,the,final,number,of,infected,and,alpha,=,0.422,,,gamma,=,0.285,and,beta,=,delta,=,0.0057,,,hence,R0,=,1.66,and,the,model,predicts,an,recovered,,,but,also,increases,the,number,of,deaths,;,the,number,of,life-threatening,evolution,that,leads,to,73,%,of,the,population,having,contracted,the,virus,(,and,~,64,%,having,been,diagnosed,),and,~,5.2,%,of,the,population,having,died,because,infections,initially,increases,,,to,decrease,afterwards,.","after day 22,20 February 2020 (day 1) through 5 April 2020 (day 46)","after day 22, if no measures were taken",9,12,52,87,492,9089
9089,957179368,10.0,4.0,E:1344494215,gamma = 0.285,Italy,"Increasing,mu,and,nu,decreases,the,final,number,of,infected,and,alpha,=,0.422,,,gamma,=,0.285,and,beta,=,delta,=,0.0057,,,hence,R0,=,1.66,and,the,model,predicts,an,recovered,,,but,also,increases,the,number,of,deaths,;,the,number,of,life-threatening,evolution,that,leads,to,73,%,of,the,population,having,contracted,the,virus,(,and,~,64,%,having,been,diagnosed,),and,~,5.2,%,of,the,population,having,died,because,infections,initially,increases,,,to,decrease,afterwards,.","after day 22,20 February 2020 (day 1) through 5 April 2020 (day 46)","after day 22, if no measures were taken",9,12,52,87,492,9090
9166,957179368,10.0,4.0,E:-1440574144,number of life-threatening evolution that leads to 73% of the population having contracted,,"Increasing,mu,and,nu,decreases,the,final,number,of,infected,and,alpha,=,0.422,,,gamma,=,0.285,and,beta,=,delta,=,0.0057,,,hence,R0,=,1.66,and,the,model,predicts,an,recovered,,,but,also,increases,the,number,of,deaths,;,the,number,of,life-threatening,evolution,that,leads,to,73,%,of,the,population,having,contracted,the,virus,(,and,~,64,%,having,been,diagnosed,),and,~,5.2,%,of,the,population,having,died,because,infections,initially,increases,,,to,decrease,afterwards,.",,mixed up lines between the two columns.,9,12,52,87,492,9167
9318,957179368,10.0,5.0,E:-1345631289,alpha = 0.285,Italy,"the,distinction,between,detected,and,undetected,infection,cases,,,and,between,Extended,Data,Fig.,1c,,,d,shows,that,,,with,social-distancing,countermeasures,cases,with,different,SOI,classifications,(,mild,and,moderate,versus,major,and,after,day,22,having,a,mild,effect,,,alpha,=,0.285,and,gamma,=,0.171,,,hence,R0,=,1.13,,,still,larger,extreme,),.","day 22,20 February 2020 (day 1) through 5 April 2020 (day 46)",,9,12,60,87,500,9319
9319,957179368,10.0,5.0,E:-1884382871,gamma = 0.171,Italy,"the,distinction,between,detected,and,undetected,infection,cases,,,and,between,Extended,Data,Fig.,1c,,,d,shows,that,,,with,social-distancing,countermeasures,cases,with,different,SOI,classifications,(,mild,and,moderate,versus,major,and,after,day,22,having,a,mild,effect,,,alpha,=,0.285,and,gamma,=,0.171,,,hence,R0,=,1.13,,,still,larger,extreme,),.","day 22,20 February 2020 (day 1) through 5 April 2020 (day 46)",,9,12,60,87,500,9320
9320,957179368,10.0,5.0,E:-314375416,hence R0 = 1.13,Italy,"the,distinction,between,detected,and,undetected,infection,cases,,,and,between,Extended,Data,Fig.,1c,,,d,shows,that,,,with,social-distancing,countermeasures,cases,with,different,SOI,classifications,(,mild,and,moderate,versus,major,and,after,day,22,having,a,mild,effect,,,alpha,=,0.285,and,gamma,=,0.171,,,hence,R0,=,1.13,,,still,larger,extreme,),.","day 22,20 February 2020 (day 1) through 5 April 2020 (day 46)",,9,12,60,87,500,9321
9425,957179368,10.0,5.0,E:1589274462,evolution that leads to a peak,Italy,"Over,a,500-day,horizon,,,as,shown,in,infected,individuals,,,the,transmission,rate,and,the,CFR,(,the,ratio,between,the,Extended,Data,Fig.,1c,,,the,model,predicts,an,evolution,that,leads,to,a,peak,in,number,of,deaths,ascribed,to,the,infection,and,the,number,of,diagnosed,cases,),.",over a 500-day horizon,,9,12,63,87,503,9426
9507,957179368,10.0,1.0,E:-60934348,"1d, model",,"The,of,people,who,have,been,diagnosed,as,infected,),can,be,quantified,based,on,this,fraction,of,patients,in,need,of,intensive,care,,,as,shown,in,Extended,Data,Fig.,1d,,,model,.",,mixed up lines between the two columns.,9,12,66,87,506,9508
9581,957179368,10.0,5.0,E:-1763607671,alpha = 0.200,Italy,"in,the,early,phases,of,an,epidemic,phenomenon,due,to,the,lack,of,thorough,Extended,Data,Fig.,1e,,,f,shows,that,,,with,stronger,social-distancing,information,:,for,example,,,performing,an,insufficient,number,of,tests,may,lead,countermeasures,,,able,to,yield,alpha,=,0.200,and,gamma,=,0.086,,,hence,R0,=,0.787,,,now,lower,to,underestimating,the,transmission,rate,(,because,many,infected,subjects,are,not,than,1,,,the,peak,is,not,delayed,,,but,anticipated,,,because,the,increase,in,the,number,diagnosed,as,such,),and,overestimating,the,CFR,(,because,critical,or,fatal,cases,of,new,infected,is,reduced,so,much,that,it,soon,becomes,a,decrease,.",300-day horizon,,9,12,70,87,510,9582
9582,957179368,10.0,5.0,E:-1011002358,gamma = 0.086,Italy,"in,the,early,phases,of,an,epidemic,phenomenon,due,to,the,lack,of,thorough,Extended,Data,Fig.,1e,,,f,shows,that,,,with,stronger,social-distancing,information,:,for,example,,,performing,an,insufficient,number,of,tests,may,lead,countermeasures,,,able,to,yield,alpha,=,0.200,and,gamma,=,0.086,,,hence,R0,=,0.787,,,now,lower,to,underestimating,the,transmission,rate,(,because,many,infected,subjects,are,not,than,1,,,the,peak,is,not,delayed,,,but,anticipated,,,because,the,increase,in,the,number,diagnosed,as,such,),and,overestimating,the,CFR,(,because,critical,or,fatal,cases,of,new,infected,is,reduced,so,much,that,it,soon,becomes,a,decrease,.","300-day horizon,20 February 2020 (day 1) through 5 April 2020 (day 46)",Extended data suggests future prediction had stronger social distancing was in place,9,12,70,87,510,9583
9583,957179368,10.0,5.0,E:1861831670,hence R0 = 0.787,Italy,"in,the,early,phases,of,an,epidemic,phenomenon,due,to,the,lack,of,thorough,Extended,Data,Fig.,1e,,,f,shows,that,,,with,stronger,social-distancing,information,:,for,example,,,performing,an,insufficient,number,of,tests,may,lead,countermeasures,,,able,to,yield,alpha,=,0.200,and,gamma,=,0.086,,,hence,R0,=,0.787,,,now,lower,to,underestimating,the,transmission,rate,(,because,many,infected,subjects,are,not,than,1,,,the,peak,is,not,delayed,,,but,anticipated,,,because,the,increase,in,the,number,diagnosed,as,such,),and,overestimating,the,CFR,(,because,critical,or,fatal,cases,of,new,infected,is,reduced,so,much,that,it,soon,becomes,a,decrease,.","300-day horizon,20 February 2020 (day 1) through 5 April 2020 (day 46)",,9,12,70,87,510,9584
9584,957179368,10.0,5.0,E:-1572510636,many infected subjects are not than 1,,"in,the,early,phases,of,an,epidemic,phenomenon,due,to,the,lack,of,thorough,Extended,Data,Fig.,1e,,,f,shows,that,,,with,stronger,social-distancing,information,:,for,example,,,performing,an,insufficient,number,of,tests,may,lead,countermeasures,,,able,to,yield,alpha,=,0.200,and,gamma,=,0.086,,,hence,R0,=,0.787,,,now,lower,to,underestimating,the,transmission,rate,(,because,many,infected,subjects,are,not,than,1,,,the,peak,is,not,delayed,,,but,anticipated,,,because,the,increase,in,the,number,diagnosed,as,such,),and,overestimating,the,CFR,(,because,critical,or,fatal,cases,of,new,infected,is,reduced,so,much,that,it,soon,becomes,a,decrease,.",,mixed up lines between the two columns.,9,12,70,87,510,9585
9702,957179368,1.0,1.0,E:1458697001,lack of proper situation that leads to a peak,,"The,model,thus,provides,a,rough,quantification,of,the,horizon,,,as,shown,in,Extended,Data,Fig.,1e,,,the,model,predicts,an,evolution,of,the,error,in,estimating,the,actual,number,of,infected,people,due,to,the,lack,of,proper,situation,that,leads,to,a,peak,in,the,number,of,concurrently,infected,individuals,diagnostic,tests,,,or,due,to,insufficient,number,of,diagnostic,tests,being,performed,.",,mixed up lines between the two columns.,9,12,72,87,512,9703
9798,957179368,10.0,6.0,E:-1986674904,gamma = 0.057,Italy,"of,the,epidemic,and,to,evaluate,the,possible,underestimation,or,overestimation,of,Extended,Data,Fig.,1g,,,h,shows,that,,,with,even,stronger,social-distancing,the,epidemic,phenomenon,based,on,current,statistics,,,which,are,heavily,subject,countermeasures,,,alpha,=,gamma,=,0.057,,,hence,R0,=,0.0329,,,significantly,lower,than,1,.",,,9,12,77,87,517,9799
9799,957179368,10.0,6.0,E:155223735,"current statistics, which are heavily subject countermeasures, alpha = gamma = 0.057, hence R0 = 0.0329,",,"of,the,epidemic,and,to,evaluate,the,possible,underestimation,or,overestimation,of,Extended,Data,Fig.,1g,,,h,shows,that,,,with,even,stronger,social-distancing,the,epidemic,phenomenon,based,on,current,statistics,,,which,are,heavily,subject,countermeasures,,,alpha,=,gamma,=,0.057,,,hence,R0,=,0.0329,,,significantly,lower,than,1,.",,mixed up lines between the two columns.,9,12,77,87,517,9800
